PhraseId	SentenceId	Phrase	Sentiment
1319	49	drawn	2
1320	49	engaging characters	4
1321	49	engaging	4
1322	49	characters	2
1323	49	while peppering the pages with memorable zingers	4
1324	49	peppering the pages with memorable zingers	4
1325	49	peppering the pages	2
1326	49	peppering	2
1327	49	the pages	2
1328	49	pages	2
1329	49	with memorable zingers	4
1330	49	memorable zingers	4
1331	49	memorable	4
1332	49	zingers	2
1333	50	Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .	4
1334	50	Bloody Sunday	2
1335	50	Bloody	0
1336	50	Sunday	2
1337	50	has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .	4
1338	50	has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made	4
1339	50	the grace to call for prevention rather than to place blame , making it one of the best war movies ever made	4
1340	50	grace to call for prevention rather than to place blame , making it one of the best war movies ever made	4
1341	50	grace	4
1342	50	to call for prevention rather than to place blame , making it one of the best war movies ever made	4
1343	50	call for prevention rather than to place blame , making it one of the best war movies ever made	4
1344	50	call for prevention rather than to place blame ,	2
1345	50	call for prevention rather than to place blame	2
1346	50	call	2
1347	50	for prevention rather than to place blame	2
1348	50	for prevention rather than	2
1349	50	for prevention	2
1350	50	prevention	2
1351	50	rather than	2
1352	50	to place blame	0
1353	50	place blame	2
1354	50	place	2
1355	50	blame	2
1356	50	making it one of the best war movies ever made	4
1357	50	making	2
1358	50	it one of the best war movies ever made	4
1359	50	one of the best war movies ever made	4
1360	50	of the best war movies ever made	4
1361	50	the best war movies ever made	4
1362	50	the best war movies	4
1363	50	best war movies	4
1364	50	war movies	0
1365	50	war	0
1366	50	ever made	2
1367	50	ever	2
1368	50	made	2
1369	51	Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .	0
1370	51	Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker	0
1371	51	a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker	0
1372	51	a clunky TV-movie approach	2
1373	51	clunky TV-movie approach	0
1374	51	clunky TV-movie	0
1375	51	clunky	0
1376	51	TV-movie	2
1377	51	approach	2
1378	51	to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker	2
1379	51	detailing a chapter in the life of the celebrated Irish playwright , poet and drinker	2
1380	51	detailing a chapter	2
1381	51	detailing	4
1382	51	a chapter	2
1383	51	chapter	2
1384	51	in the life of the celebrated Irish playwright , poet and drinker	2
1385	51	the life of the celebrated Irish playwright , poet and drinker	2
1386	51	the life	2
1387	51	life	4
1388	51	of the celebrated Irish playwright , poet and drinker	2
1389	51	the celebrated Irish playwright , poet and drinker	2
1390	51	celebrated Irish playwright , poet and drinker	2
1391	51	celebrated	4
1392	51	Irish playwright , poet and drinker	2
1393	51	Irish	2
1394	51	playwright , poet and drinker	2
1395	51	playwright	2
1396	51	, poet and drinker	2
1397	51	poet and drinker	2
1398	51	poet and	2
1399	51	poet	2
1400	51	drinker	2
1401	52	Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .	2
1402	52	Finally	2
1403	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .	0
1404	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie	0
1405	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes	0
1406	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno	0
1407	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts ,	0
1408	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts	2
1409	52	coming down off of Miramax 's deep shelves	2
1410	52	coming down off	2
1411	52	coming	2
1412	52	down off	2
1413	52	down	2
1414	52	of Miramax 's deep shelves	2
1415	52	Miramax 's deep shelves	2
1416	52	Miramax 's	2
1417	52	Miramax	2
1418	52	deep shelves	2
1419	52	deep	2
1420	52	shelves	2
1421	52	after a couple of aborted attempts	0
1422	52	after	2
1423	52	a couple of aborted attempts	0
1424	52	a couple	2
1425	52	couple	2
1426	52	of aborted attempts	0
1427	52	aborted attempts	0
1428	52	aborted	2
1429	52	attempts	2
1430	52	Waking Up in Reno	2
1431	52	Waking Up	2
1432	52	Waking	2
1433	52	in Reno	2
1434	52	Reno	2
1435	52	a strong case for letting sleeping dogs lie	0
1436	52	a strong case	4
1437	52	strong case	4
1438	52	strong	4
1439	52	for letting sleeping dogs lie	2
1440	52	letting sleeping dogs lie	2
1441	52	letting	2
1442	52	sleeping dogs lie	2
1443	52	sleeping dogs	2
1444	52	sleeping	2
1445	52	lie	0
1446	53	Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .	0
1447	53	Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film	0
1448	53	Thanks largely to Williams , all the interesting developments are processed in 60 minutes --	2
1449	53	Thanks largely to Williams , all the interesting developments are processed in 60 minutes	4
1450	53	Thanks largely to Williams	2
1451	53	Thanks largely	4
1452	53	Thanks	2
1453	53	largely	2
1454	53	to Williams	2
1455	53	Williams	2
1456	53	, all the interesting developments are processed in 60 minutes	2
1457	53	all the interesting developments are processed in 60 minutes	2
1458	53	all the interesting developments	4
1459	53	the interesting developments	2
1460	53	interesting developments	4
1461	53	interesting	4
1462	53	developments	2
1463	53	are processed in 60 minutes	2
1464	53	processed in 60 minutes	2
1465	53	processed	2
1466	53	in 60 minutes	2
1467	53	60 minutes	2
1468	53	60	2
1469	53	the rest is just an overexposed waste of film	0
1470	53	the rest	2
1471	53	rest	2
1472	53	is just an overexposed waste of film	0
1473	53	is just	2
1474	53	an overexposed waste of film	0
1475	53	an overexposed waste	0
1476	53	overexposed waste	0
1477	53	overexposed	0
1478	53	waste	0
1479	53	of film	2
1480	54	Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible .	0
1481	54	Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible	0
1482	54	Comes across	2
1483	54	Comes	2
1484	54	across	2
1485	54	as a relic from a bygone era , and its convolutions ... feel silly rather than plausible	0
1486	54	a relic from a bygone era , and its convolutions ... feel silly rather than plausible	0
1487	54	a relic from a bygone era , and its convolutions ... feel	2
1488	54	relic from a bygone era , and its convolutions ... feel	2
1489	54	relic from a bygone era , and its convolutions ...	0
1490	54	relic	2
1491	54	from a bygone era , and its convolutions ...	2
1492	54	a bygone era , and its convolutions ...	2
1493	54	a bygone era , and its convolutions	2
1494	54	a bygone era , and	2
1495	54	a bygone era ,	2
1496	54	a bygone era	2
1497	54	bygone era	2
1498	54	bygone	2
1499	54	era	2
1500	54	its convolutions	0
1501	54	convolutions	2
1502	54	silly rather than plausible	0
1503	54	silly rather than	0
1504	54	silly	4
1505	54	plausible	2
1506	55	Perhaps it 's cliche to call the film ` refreshing , ' but it is .	4
1507	55	Perhaps it 's cliche to call the film ` refreshing , ' but it is	4
1508	55	Perhaps it 's cliche to call the film ` refreshing , ' but	4
1509	55	Perhaps it 's cliche to call the film ` refreshing , '	4
1510	55	Perhaps it 's cliche to call the film ` refreshing ,	2
1511	55	Perhaps it 's cliche to call the film ` refreshing	4
1512	55	Perhaps	2
1513	55	it 's cliche to call the film ` refreshing	2
1514	55	's cliche to call the film ` refreshing	0
1515	55	cliche to call the film ` refreshing	2
1516	55	cliche	0
1517	55	to call the film ` refreshing	4
1518	55	call the film ` refreshing	4
1519	55	the film ` refreshing	2
1520	55	` refreshing	4
1521	55	refreshing	4
1522	55	it is	4
1523	56	Both lead performances are Oscar-size .	4
1524	56	Both lead performances	2
1525	56	Both	2
1526	56	lead performances	4
1527	56	lead	2
1528	56	are Oscar-size .	2
1529	56	are Oscar-size	4
1530	56	Oscar-size	2
1531	57	Run for your lives !	0
1532	57	Run for your lives	0
1533	57	Run	2
1534	57	for your lives	2
1535	57	your lives	2
1536	57	your	2
1537	57	lives	2
1538	57	!	2
1539	58	Mark Pellington 's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .	4
1540	58	Mark Pellington 's latest pop thriller	2
1541	58	Mark Pellington 's	2
1542	58	Mark	2
1543	58	Pellington 's	2
1544	58	Pellington	2
1545	58	latest pop thriller	2
1546	58	pop thriller	2
1547	58	pop	2
1548	58	thriller	4
1549	58	is as kooky and overeager as it is spooky and subtly in love with myth .	2
1550	58	is as kooky and overeager as it is spooky and subtly in love with myth	2
1551	58	as kooky and overeager as it is spooky and subtly in love with myth	4
1552	58	kooky and overeager as it is spooky and subtly in love with myth	4
1553	58	kooky and overeager	0
1554	58	kooky and	2
1555	58	kooky	2
1556	58	overeager	0
1557	58	as it is spooky and subtly in love with myth	4
1558	58	it is spooky and subtly in love with myth	4
1559	58	is spooky and subtly in love with myth	4
1560	58	is spooky and subtly	4
1561	58	spooky and subtly	4
1562	58	spooky and	2
1563	58	spooky	2
1564	58	subtly	2
1565	58	in love with myth	4
1566	58	love with myth	2
1567	58	with myth	2
1568	58	myth	2
1569	59	Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .	4
1570	59	Claude Chabrol 's camera	2
1571	59	Claude Chabrol 's	2
1572	59	Claude	4
1573	59	Chabrol 's	2
1574	59	Chabrol	2
1575	59	camera	2
1576	59	has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .	4
1577	59	has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements	4
1578	59	a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements	4
1579	59	a way	2
1580	59	way	2
1581	59	of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements	4
1582	59	gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements	4
1583	59	gently	2
1584	59	swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements	4
1585	59	swaying back and forth	2
1586	59	swaying	2
1587	59	back and forth	2
1588	59	back and	2
1589	59	back	2
1590	59	forth	2
1591	59	as it cradles its characters , veiling tension beneath otherwise tender movements	2
1592	59	it cradles its characters , veiling tension beneath otherwise tender movements	2
1593	59	cradles its characters , veiling tension beneath otherwise tender movements	4
1594	59	cradles its characters ,	2
1595	59	cradles its characters	2
1596	59	cradles	2
1597	59	its characters	2
1598	59	veiling tension beneath otherwise tender movements	4
1599	59	veiling tension	0
1600	59	veiling	2
1601	59	tension	2
1602	59	beneath otherwise tender movements	4
1603	59	beneath	2
1604	59	otherwise tender movements	2
1605	59	otherwise	2
1606	59	tender movements	4
1607	59	tender	2
1608	59	movements	2
1609	60	Transforms one of -LRB- Shakespeare 's -RRB- deepest tragedies into a smart new comedy .	4
1610	60	Transforms one of -LRB- Shakespeare 's -RRB- deepest tragedies into a smart new comedy	4
1611	60	Transforms one of -LRB- Shakespeare 's -RRB- deepest tragedies	4
1612	60	Transforms one	2
1613	60	Transforms	2
1614	60	of -LRB- Shakespeare 's -RRB- deepest tragedies	2
1615	60	-LRB- Shakespeare 's -RRB- deepest tragedies	2
1616	60	-LRB- Shakespeare 's -RRB-	2
1617	60	Shakespeare 's -RRB-	2
1618	60	Shakespeare 's	2
1619	60	Shakespeare	0
1620	60	deepest tragedies	0
1621	60	deepest	2
1622	60	tragedies	0
1623	60	into a smart new comedy	4
1624	60	a smart new comedy	4
1625	60	smart new comedy	4
1626	60	smart	4
1627	60	new comedy	2
1628	61	The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .	0
1629	61	The screenplay by James Eric , James Horton and director Peter O'Fallon	2
1630	61	The screenplay	2
1631	61	screenplay	2
1632	61	by James Eric , James Horton and director Peter O'Fallon	2
1633	61	James Eric , James Horton and director Peter O'Fallon	2
1634	61	James Eric , James Horton and	2
1635	61	James Eric , James Horton	2
1636	61	James Eric ,	2
1637	61	James Eric	2
1638	61	James	2
1639	61	Eric	4
1640	61	James Horton	2
1641	61	Horton	2
1642	61	director Peter O'Fallon	2
1643	61	director	2
1644	61	Peter O'Fallon	2
1645	61	Peter	2
1646	61	O'Fallon	2
1647	61	... is so pat it makes your teeth hurt .	0
1648	61	is so pat it makes your teeth hurt .	0
1649	61	is so pat it makes your teeth hurt	0
1650	61	so pat it makes your teeth hurt	0
1651	61	pat it makes your teeth hurt	2
1652	61	pat	2
1653	61	it makes your teeth hurt	0
1654	61	makes your teeth hurt	0
1655	61	your teeth hurt	2
1656	61	your teeth	2
1657	61	teeth	2
1658	61	hurt	0
1659	62	But arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .	4
1660	62	arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .	4
1661	62	arriving at a particularly dark moment in history	2
1662	62	arriving	2
1663	62	at a particularly dark moment in history	2
1664	62	a particularly dark moment in history	2
1665	62	a particularly dark moment	2
1666	62	particularly dark moment	2
1667	62	particularly dark	2
1668	62	particularly	2
1669	62	moment	4
1670	62	in history	2
1671	62	history	2
1672	62	, it offers flickering reminders of the ties that bind us .	2
1673	62	it offers flickering reminders of the ties that bind us .	2
1674	62	offers flickering reminders of the ties that bind us .	4
1675	62	offers flickering reminders of the ties that bind us	4
1676	62	flickering reminders of the ties that bind us	4
1677	62	flickering reminders of the ties	2
1678	62	flickering reminders	2
1679	62	flickering	2
1680	62	reminders	2
1681	62	of the ties	2
1682	62	the ties	2
1683	62	ties	2
1684	62	that bind us	2
1685	62	bind us	0
1686	62	bind	2
1687	63	Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered .	0
1688	63	Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered	0
1689	63	Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and	0
1690	63	Its generic villains lack any intrigue -LRB- other than their funny accents -RRB-	0
1691	63	Its generic villains	2
1692	63	generic villains	0
1693	63	generic	0
1694	63	villains	0
1695	63	lack any intrigue -LRB- other than their funny accents -RRB-	0
1696	63	lack	2
1697	63	any intrigue -LRB- other than their funny accents -RRB-	2
1698	63	any intrigue	2
1699	63	-LRB- other than their funny accents -RRB-	2
1700	63	other than their funny accents -RRB-	2
1701	63	other than their funny accents	2
1702	63	than their funny accents	4
1703	63	their funny accents	2
1704	63	their	2
1705	63	funny accents	2
1706	63	funny	4
1707	63	accents	2
1708	63	the action scenes are poorly delivered	0
1709	63	the action scenes	2
1710	63	action scenes	4
1711	63	scenes	2
1712	63	are poorly delivered	0
1713	63	are poorly	0
1714	63	poorly	0
1715	63	delivered	2
1716	64	The characters are more deeply thought through than in most ` right-thinking ' films .	4
1717	64	The characters	2
1718	64	are more deeply thought through than in most ` right-thinking ' films .	2
1719	64	are more deeply thought through than in most ` right-thinking ' films	4
1720	64	are more deeply	2
1721	64	more deeply	2
1722	64	deeply	2
1723	64	thought through than in most ` right-thinking ' films	4
1724	64	thought	2
1725	64	through than in most ` right-thinking ' films	4
1726	64	than in most ` right-thinking ' films	2
1727	64	than in most	2
1728	64	in most	2
1729	64	most	2
1730	64	` right-thinking ' films	2
1731	64	right-thinking ' films	4
1732	64	right-thinking	2
1733	64	' films	2
1734	64	films	2
1735	65	The film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .	4
1736	65	, despite the gratuitous cinematic distractions impressed upon it , is still good fun .	4
1737	65	despite the gratuitous cinematic distractions impressed upon it , is still good fun .	4
1738	65	despite the gratuitous cinematic distractions impressed upon it	2
1739	65	the gratuitous cinematic distractions impressed upon it	2
1740	65	the gratuitous cinematic distractions	0
1741	65	gratuitous cinematic distractions	4
1742	65	gratuitous	2
1743	65	cinematic distractions	2
1744	65	distractions	0
1745	65	impressed upon it	2
1746	65	impressed	4
1747	65	upon it	2
1748	65	upon	2
1749	65	, is still good fun .	4
1750	65	is still good fun .	4
1751	65	is still good fun	4
1752	65	is still	2
1753	65	good fun	4
1754	65	fun	4
1755	66	Downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .	0
1756	66	Downright transparent	0
1757	66	Downright	2
1758	66	transparent	2
1759	66	is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .	0
1760	66	is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating	0
1761	66	is the script 's endless assault of embarrassingly ham-fisted sex jokes	0
1762	66	the script 's endless assault of embarrassingly ham-fisted sex jokes	0
1763	66	the script 's endless assault	0
1764	66	the script 's	2
1765	66	script 's	2
1766	66	endless assault	0
1767	66	endless	0
1768	66	assault	0
1769	66	of embarrassingly ham-fisted sex jokes	0
1770	66	embarrassingly ham-fisted sex jokes	0
1771	66	embarrassingly ham-fisted	0
1772	66	embarrassingly	0
1773	66	ham-fisted	0
1774	66	sex jokes	2
1775	66	sex	4
1776	66	jokes	2
1777	66	that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating	0
1778	66	reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating	0
1779	66	reek of a script	0
1780	66	reek	2
1781	66	of a script	2
1782	66	a script	2
1783	66	rewrite designed to garner the film a `` cooler '' PG-13 rating	2
1784	66	rewrite	2
1785	66	designed to garner the film a `` cooler '' PG-13 rating	2
1786	66	designed	2
1787	66	to garner the film a `` cooler '' PG-13 rating	2
1788	66	garner the film a `` cooler '' PG-13 rating	4
1789	66	garner	2
1790	66	the film a `` cooler '' PG-13 rating	2
1791	66	a `` cooler '' PG-13 rating	2
1792	66	`` cooler '' PG-13 rating	2
1793	66	cooler '' PG-13 rating	2
1794	66	cooler	2
1795	66	'' PG-13 rating	2
1796	66	PG-13 rating	2
1797	66	PG-13	4
1798	66	rating	2
1799	67	A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .	4
1800	67	A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic	4
1801	67	A smart , provocative drama that does the nearly impossible :	4
1802	67	A smart , provocative drama that does the nearly impossible	4
1803	67	A smart , provocative drama	4
1804	67	smart , provocative drama	4
1805	67	, provocative drama	4
1806	67	provocative drama	4
1807	67	provocative	4
1808	67	drama	0
1809	67	that does the nearly impossible	4
1810	67	does the nearly impossible	4
1811	67	the nearly impossible	2
1812	67	the nearly	2
1813	67	impossible	0
1814	67	:	2
1815	67	It gets under the skin of a man we only know as an evil , monstrous lunatic	2
1816	67	gets under the skin of a man we only know as an evil , monstrous lunatic	0
1817	67	gets	2
1818	67	under the skin of a man we only know as an evil , monstrous lunatic	0
1819	67	under	2
1820	67	the skin of a man we only know as an evil , monstrous lunatic	2
1821	67	the skin	2
1822	67	skin	2
1823	67	of a man we only know as an evil , monstrous lunatic	0
1824	67	a man we only know as an evil , monstrous lunatic	2
1825	67	a man	2
1826	67	man	2
1827	67	we only know as an evil , monstrous lunatic	0
1828	67	we	2
1829	67	only know as an evil , monstrous lunatic	2
1830	67	know as an evil , monstrous lunatic	0
1831	67	know	2
1832	67	as an evil , monstrous lunatic	0
1833	67	an evil , monstrous lunatic	0
1834	67	evil , monstrous lunatic	0
1835	67	evil	0
1836	67	, monstrous lunatic	2
1837	67	monstrous lunatic	2
1838	67	monstrous	0
1839	67	lunatic	2
1840	68	It 's like a drive-by .	0
1841	68	's like a drive-by .	2
1842	68	's like a drive-by	0
1843	68	like a drive-by	2
1844	68	a drive-by	2
1845	68	drive-by	2
1846	69	is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title .	4
1847	69	is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all	2
1848	69	is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia --	0
1849	69	many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia --	2
1850	69	many things	2
1851	69	many	2
1852	69	things	2
1853	69	-- stoner midnight flick , sci-fi deconstruction , gay fantasia --	0
1854	69	stoner midnight flick , sci-fi deconstruction , gay fantasia --	2
1855	69	stoner midnight flick , sci-fi deconstruction , gay fantasia	2
1856	69	stoner midnight flick , sci-fi deconstruction ,	2
1857	69	stoner midnight flick , sci-fi deconstruction	0
1858	69	stoner midnight flick ,	2
1859	69	stoner midnight flick	2
1860	69	stoner	2
1861	69	midnight flick	2
1862	69	midnight	2
1863	69	sci-fi deconstruction	2
1864	69	sci-fi	2
1865	69	deconstruction	2
1866	69	gay fantasia	2
1867	69	gay	2
1868	69	fantasia	2
1869	69	but above all	2
1870	69	above all	4
1871	69	above	2
1872	69	it 's a love story as sanguine as its title .	2
1873	69	's a love story as sanguine as its title .	2
1874	69	's a love story as sanguine as its title	4
1875	69	a love story as sanguine as its title	4
1876	69	a love story as sanguine	0
1877	69	a love story	2
1878	69	love story	2
1879	69	as sanguine	2
1880	69	sanguine	2
1881	69	as its title	2
1882	69	its title	2
1883	70	A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .	4
1884	70	A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then	4
1885	70	A very funny romantic comedy	4
1886	70	very funny romantic comedy	4
1887	70	very funny	4
1888	70	romantic comedy	2
1889	70	about two skittish New York middle-agers who stumble into a relationship and then	2
1890	70	two skittish New York middle-agers who stumble into a relationship and then	2
1891	70	two skittish New York middle-agers	2
1892	70	two	2
1893	70	skittish New York middle-agers	2
1894	70	skittish	2
1895	70	New York middle-agers	2
1896	70	York middle-agers	2
1897	70	York	2
1898	70	middle-agers	2
1899	70	who stumble into a relationship and then	2
1900	70	stumble into a relationship and then	2
1901	70	stumble	2
1902	70	into a relationship and then	2
1903	70	a relationship and then	2
1904	70	a relationship and	2
1905	70	a relationship	2
1906	70	relationship	2
1907	70	struggle furiously with their fears and foibles .	2
1908	70	struggle furiously with their fears and foibles	2
1909	70	struggle furiously	0
1910	70	struggle	0
1911	70	furiously	0
1912	70	with their fears and foibles	2
1913	70	their fears and foibles	2
1914	70	fears and foibles	2
1915	70	fears and	2
1916	70	fears	0
1917	70	foibles	2
1918	71	But it has an ambition to say something about its subjects , but not a willingness .	0
1919	71	it has an ambition to say something about its subjects , but not a willingness .	2
1920	71	has an ambition to say something about its subjects , but not a willingness .	0
1921	71	has an ambition to say something about its subjects , but not a willingness	2
1922	71	an ambition to say something about its subjects , but not a willingness	2
1923	71	an ambition to say something about its subjects , but not	2
1924	71	an ambition to say something about its subjects ,	2
1925	71	an ambition to say something about its subjects	2
1926	71	ambition to say something about its subjects	2
1927	71	ambition	4
1928	71	to say something about its subjects	2
1929	71	say something about its subjects	4
1930	71	say something	2
1931	71	about its subjects	2
1932	71	its subjects	2
1933	71	subjects	2
1934	71	but not	2
1935	71	not	0
1936	71	a willingness	2
1937	71	willingness	2
1938	72	-LRB- Scherfig -RRB- has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .	4
1939	72	-LRB- Scherfig -RRB-	2
1940	72	Scherfig -RRB-	2
1941	72	Scherfig	2
1942	72	has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .	4
1943	72	has made a movie that will leave you wondering about the characters ' lives after the clever credits roll	4
1944	72	made a movie that will leave you wondering about the characters ' lives after the clever credits roll	4
1945	72	a movie that will leave you wondering about the characters ' lives after the clever credits roll	4
1946	72	a movie	2
1947	72	that will leave you wondering about the characters ' lives after the clever credits roll	4
1948	72	will leave you wondering about the characters ' lives after the clever credits roll	4
1949	72	will	2
1950	72	leave you wondering about the characters ' lives after the clever credits roll	2
1951	72	you wondering about the characters ' lives after the clever credits roll	4
1952	72	wondering about the characters ' lives after the clever credits roll	4
1953	72	wondering about the characters ' lives	2
1954	72	wondering	2
1955	72	about the characters ' lives	2
1956	72	the characters ' lives	2
1957	72	the characters '	2
1958	72	characters '	2
1959	72	after the clever credits roll	4
1960	72	the clever credits roll	4
1961	72	clever credits roll	4
1962	72	clever	4
1963	72	credits roll	2
1964	72	credits	2
1965	72	roll	2
1966	73	-LRB- An -RRB- absorbing documentary .	4
1967	73	-LRB- An -RRB- absorbing documentary	4
1968	73	-LRB- An -RRB-	2
1969	73	An -RRB-	4
1970	73	absorbing documentary	4
1971	73	absorbing	4
1972	73	documentary	2
1973	74	Reeks of rot and hack work from start to finish .	2
1974	74	Reeks of rot and hack	0
1975	74	Reeks	0
1976	74	of rot and hack	0
1977	74	rot and hack	0
1978	74	rot and	2
1979	74	rot	0
1980	74	hack	0
1981	74	work from start to finish .	4
1982	74	work from start to finish	2
1983	74	work from start	2
1984	75	Plays like a series of vignettes -- clips of a film that are still looking for a common through-line .	0
1985	75	Plays like a series of vignettes -- clips of a film that are still looking for a common through-line	2
1986	75	Plays like a series of vignettes --	2
1987	75	Plays like a series of vignettes	2
1988	75	like a series of vignettes	2
1989	75	a series of vignettes	2
1990	75	of vignettes	2
1991	75	vignettes	2
1992	75	clips of a film that are still looking for a common through-line	0
1993	75	clips	2
1994	75	of a film that are still looking for a common through-line	0
1995	75	a film that are still looking for a common through-line	0
1996	75	that are still looking for a common through-line	2
1997	75	are still looking for a common through-line	0
1998	75	are still	2
1999	75	looking for a common through-line	2
2000	75	looking	2
2001	75	for a common through-line	2
2002	75	a common through-line	2
2003	75	common through-line	4
2004	75	common	2
2005	75	through-line	2
2006	76	 	0
2007	76	Contrived pastiche of caper	2
2008	76	Contrived pastiche	2
2009	76	Contrived	0
2010	76	pastiche	2
2011	76	of caper	2
2012	76	caper	2
2013	77	The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .	0
2014	77	The major problem with Windtalkers	0
2015	77	The major problem	0
2016	77	major problem	0
2017	77	major	2
2018	77	problem	0
2019	77	with Windtalkers	2
2020	77	is that the bulk of the movie centers on the wrong character .	2
2021	77	is that the bulk of the movie centers on the wrong character	2
2022	77	that the bulk of the movie centers on the wrong character	0
2023	77	the bulk of the movie centers on the wrong character	2
2024	77	the bulk of the movie	2
2025	77	the bulk	2
2026	77	bulk	2
2027	77	of the movie	2
2028	77	centers on the wrong character	2
2029	77	centers	4
2030	77	on the wrong character	2
2031	77	the wrong character	2
2032	77	wrong character	2
2033	77	wrong	0
2034	78	Swimfan , like Fatal Attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .	2
2035	78	Swimfan , like Fatal Attraction ,	2
2036	78	Swimfan , like Fatal Attraction	4
2037	78	Swimfan ,	2
2038	78	Swimfan	2
2039	78	like Fatal Attraction	2
2040	78	Fatal Attraction	2
2041	78	Attraction	2
2042	78	eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .	0
2043	78	eventually	2
2044	78	goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .	0
2045	78	goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub	2
2046	78	goes overboard	0
2047	78	goes	2
2048	78	overboard	0
2049	78	with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub	0
2050	78	a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub	0
2051	78	a loony melodramatic denouement	0
2052	78	loony melodramatic denouement	2
2053	78	loony	0
2054	78	melodramatic denouement	0
2055	78	melodramatic	2
2056	78	denouement	0
2057	78	in which a high school swimming pool substitutes for a bathtub	0
2058	78	a high school swimming pool substitutes for a bathtub	2
2059	78	a high school swimming	2
2060	78	high school swimming	2
2061	78	school swimming	2
2062	78	school	2
2063	78	swimming	2
2064	78	pool substitutes for a bathtub	2
2065	78	pool	2
2066	78	substitutes for a bathtub	2
2067	78	substitutes	2
2068	78	for a bathtub	2
2069	78	a bathtub	2
2070	78	bathtub	2
2071	79	This is a heartfelt story ... it just is n't a very involving one .	0
